Job_ID,Mechanic_ID,Service_Type,Revenue,Time_Logged,Parts_Cost,Status
JOB-03142,MCH-027,Full Service,1055.44,4/8/2026,461.97,Pending Parts
JOB-03143,MCH-009,Transmission Check,701.75,4/10/2026,300.54,Completed
JOB-03144,MCH-028,Full Service,162.72,28/03/2026,278.4,Completed
JOB-03145,MCH-030,Oil Change,968.06,3/11/2026,,Completed
JOB-03146,MCH-014,Transmission Check,616.48,20/03/2026,196.86,Completed
JOB-03147,MCH-023,Oil Change,108.72,11/4/2026,449.77,Completed
JOB-03148,MCH-029,Full Service,986.79,21/04/2026,339.9,Completed
JOB-03149,MCH-026,Transmission Check,921.3,3/11/2026,397.95,Completed
JOB-03150,MCH-022,Transmission Check,575.88,26/03/2026,238.09,Pending Parts
JOB-03151,MCH-015,Transmission Check,72.38,9/4/2026,322.52,Completed
JOB-03152,MCH-009,Brake Pad Replacement,448.98,28/03/2026,139.22,Completed
JOB-03153,MCH-026,Transmission Check,550.19,1/4/2026,358.62,Completed
JOB-05347,MCH-017,Transmission Check,240.11,22/03/2026,225.25,Completed
JOB-03155,MCH-009,Oil Change,235.04,3/31/2026,232.42,Completed
JOB-03156,MCH-003,Transmission Check,242.03,3/19/2026,331.67,Completed
JOB-03157,MCH-016,Brake Pad Replacement,476.16,3/31/2026,469.41,In Progress
JOB-03158,MCH-013,Transmission Check,990.18,7/4/2026,,In Progress
JOB-03159,MCH-026,Oil Change,923.26,15/04/2026,415.88,Completed
JOB-03160,MCH-017,Transmission Check,61.63,4/12/2026,160.34,Completed
JOB-03161,MCH-032,Transmission Check,61.09,24/03/2026,233.08,Completed
JOB-03162,MCH-024,Oil Change,139.35,25/03/2026,30.52,In Progress
JOB-03163,MCH-036,Full Service,586.57,26/03/2026,164.5,Completed
JOB-03164,MCH-022,Transmission Check,1072.21,16/04/2026,261.26,In Progress
JOB-03165,MCH-009,Full Service,259.6,6/4/2026,46.96,Completed
JOB-03166,MCH-022,Oil Change,598.32,4/3/2026,255.73,Completed
JOB-03167,MCH-041,Oil Change,96.86,3/11/2026,465.01,Completed
JOB-03168,MCH-046,Full Service,73.38,18/03/2026,70.59,Completed
JOB-03169,MCH-020,Brake Pad Replacement,58.6,20/04/2026,386.93,Completed
JOB-03170,MCH-003,Brake Pad Replacement,897.18,3/31/2026,216.64,In Progress
JOB-03171,MCH-036,Oil Change,77.4,4/4/2026,334.48,Completed
JOB-03172,MCH-033,Brake Pad Replacement,364.89,3/16/2026,144.91,Completed
JOB-03173,MCH-018,Brake Pad Replacement,791.81,3/22/2026,96.56,Completed
JOB-03174,MCH-036,Oil Change,761.45,20/04/2026,,Completed
JOB-03175,MCH-010,Transmission Check,113.42,3/27/2026,53.84,Pending Parts
JOB-03176,MCH-036,Transmission Check,345.17,20/04/2026,109.11,In Progress
JOB-03177,MCH-021,Transmission Check,785.22,24/03/2026,338.83,Completed
JOB-03178,MCH-025,Brake Pad Replacement,501.08,5/4/2026,443.21,Completed
JOB-03179,MCH-049,Full Service,585.7,4/3/2026,410.78,In Progress
JOB-03180,MCH-040,Brake Pad Replacement,288.15,31/03/2026,348.86,Pending Parts
JOB-03181,MCH-009,Transmission Check,93.42,12/4/2026,73.01,In Progress
JOB-03182,MCH-048,Oil Change,446.98,4/12/2026,,Completed
JOB-03183,MCH-027,Oil Change,835.43,3/29/2026,,Completed
JOB-03184,MCH-015,Oil Change,931.51,22/03/2026,139.98,Completed
JOB-03185,MCH-032,Brake Pad Replacement,731.41,23/03/2026,267.2,Completed
JOB-03186,MCH-048,Full Service,502.18,3/24/2026,,Completed
JOB-03187,MCH-044,Transmission Check,720.61,4/4/2026,,Completed
JOB-03188,MCH-039,Oil Change,860.74,4/7/2026,189.82,In Progress
JOB-03189,MCH-016,Transmission Check,918.56,21/03/2026,417.71,Completed
JOB-03190,MCH-028,Transmission Check,158.66,4/18/2026,398.86,Completed
JOB-03191,MCH-006,Brake Pad Replacement,973.43,4/4/2026,167.74,Completed
JOB-03192,MCH-006,Oil Change,123,4/16/2026,458.62,Completed
JOB-03193,MCH-038,Brake Pad Replacement,1051.03,3/12/2026,477.35,Completed
JOB-03194,MCH-047,Transmission Check,501.08,4/2/2026,176.84,Completed
JOB-03195,MCH-002,Transmission Check,678.96,7/4/2026,190.12,Pending Parts
JOB-03196,MCH-041,Transmission Check,383.48,3/26/2026,262.7,Completed
JOB-03197,MCH-040,Oil Change,540.66,4/4/2026,471.74,Completed
JOB-03198,MCH-007,Oil Change,1021.97,3/26/2026,440.63,In Progress
JOB-03199,MCH-027,Oil Change,390.05,4/5/2026,69.23,Completed
JOB-03200,MCH-028,Transmission Check,698.81,17/04/2026,208.51,Pending Parts
JOB-03201,MCH-016,Transmission Check,794.14,5/4/2026,285.62,Pending Parts
JOB-03202,MCH-047,Full Service,218.37,5/4/2026,261.5,In Progress
JOB-03203,MCH-009,Oil Change,944.49,21/04/2026,113.05,Completed
JOB-03204,MCH-015,Transmission Check,1198.93,3/21/2026,432.23,Completed
JOB-03205,MCH-034,Transmission Check,228.32,16/04/2026,,Completed
JOB-03206,MCH-020,Full Service,933.07,3/29/2026,422.2,Completed
JOB-03207,MCH-014,Full Service,219.13,3/18/2026,432.21,Completed
JOB-03208,MCH-011,Transmission Check,1142.79,3/17/2026,379.21,Completed
JOB-03209,MCH-030,Oil Change,522.63,14/04/2026,230.82,Completed
JOB-03210,MCH-003,Brake Pad Replacement,1176.9,4/12/2026,313.06,Completed
JOB-03211,MCH-002,Brake Pad Replacement,128.11,16/04/2026,96.98,Completed
JOB-03212,MCH-014,Brake Pad Replacement,959.63,18/03/2026,343.35,Completed
JOB-03213,MCH-029,Oil Change,594.38,3/4/2026,,Completed
JOB-03214,MCH-005,Transmission Check,382.92,14/04/2026,353.1,Completed
JOB-03215,MCH-044,Brake Pad Replacement,910.07,3/23/2026,130.21,Completed
JOB-03216,MCH-046,Brake Pad Replacement,780.63,3/16/2026,76.42,Completed
JOB-03217,MCH-006,Oil Change,1088.32,3/20/2026,99.34,Completed
JOB-03218,MCH-008,Transmission Check,336.13,10/4/2026,,Completed
JOB-03219,MCH-039,Transmission Check,1130.71,1/4/2026,,Completed
JOB-03220,MCH-039,Oil Change,788.15,26/03/2026,371.55,Completed
JOB-03221,MCH-044,Brake Pad Replacement,568,4/21/2026,267.17,Completed
JOB-03222,MCH-029,Transmission Check,111.1,4/13/2026,97.45,Completed
JOB-03223,MCH-039,Transmission Check,929.95,4/8/2026,60.11,Completed
JOB-03224,MCH-044,Brake Pad Replacement,1037.16,29/03/2026,29.18,In Progress
JOB-03225,MCH-027,Oil Change,981.02,4/4/2026,99.56,Completed
JOB-03226,MCH-016,Brake Pad Replacement,896.02,3/16/2026,447.61,In Progress
JOB-03227,MCH-027,Full Service,1164.82,4/18/2026,135.94,Pending Parts
JOB-03228,MCH-039,Transmission Check,1026.47,4/13/2026,190.05,Completed
JOB-03229,MCH-040,Oil Change,1117.06,9/4/2026,70.57,Completed
JOB-03230,MCH-001,Brake Pad Replacement,890.05,15/03/2026,126.73,Completed
JOB-03231,MCH-045,Brake Pad Replacement,993.24,18/04/2026,269.23,Completed
JOB-03232,MCH-033,Oil Change,382.53,4/14/2026,311.72,Completed
JOB-03233,MCH-039,Transmission Check,819.23,3/25/2026,137.77,Completed
JOB-03234,MCH-027,Oil Change,286.37,3/11/2026,47.71,Pending Parts
JOB-03235,MCH-017,Full Service,129.66,3/15/2026,,In Progress
JOB-03236,MCH-015,Oil Change,716.14,3/13/2026,132.42,In Progress
JOB-03237,MCH-022,Full Service,950.35,19/03/2026,125.39,Completed
JOB-03238,MCH-019,Transmission Check,145.17,3/23/2026,480.73,Completed
JOB-03239,MCH-028,Brake Pad Replacement,258.47,22/03/2026,,Completed
JOB-03240,MCH-023,Full Service,156.91,7/4/2026,287.3,Completed
JOB-03241,MCH-036,Full Service,779.3,3/24/2026,219.57,In Progress
JOB-03242,MCH-049,Oil Change,141.43,3/24/2026,225.89,Completed
JOB-03243,MCH-039,Oil Change,157.29,13/03/2026,,Completed
JOB-03244,MCH-048,Brake Pad Replacement,353.79,4/21/2026,,Completed
JOB-03245,MCH-049,Transmission Check,360.77,3/27/2026,357.03,Completed
JOB-03246,MCH-020,Full Service,691.13,18/03/2026,102.41,Completed
JOB-03247,MCH-047,Brake Pad Replacement,87.01,3/14/2026,,Completed
JOB-03248,MCH-009,Full Service,757.65,4/16/2026,217.74,Pending Parts
JOB-03249,MCH-023,Brake Pad Replacement,523.46,12/4/2026,,Completed
JOB-03250,MCH-045,Oil Change,255.54,3/22/2026,323.08,Completed
JOB-03251,MCH-007,Oil Change,801.35,7/4/2026,275.6,In Progress
JOB-03252,MCH-031,Transmission Check,429.13,4/21/2026,,Completed
JOB-03253,MCH-011,Oil Change,1001.61,4/7/2026,310.71,Completed
JOB-03254,MCH-040,Brake Pad Replacement,1187.85,8/4/2026,76.26,Completed
JOB-03255,MCH-017,Full Service,945.88,3/28/2026,181.86,Completed
JOB-03256,MCH-036,Brake Pad Replacement,904.44,13/03/2026,,Completed
JOB-03257,MCH-026,Transmission Check,458.43,4/8/2026,,Completed
JOB-03258,MCH-036,Oil Change,664.8,3/25/2026,119,Completed
JOB-03259,MCH-018,Oil Change,110.58,3/23/2026,208.09,Completed
JOB-03260,MCH-031,Full Service,886.44,9/4/2026,449.92,Completed
JOB-03261,MCH-049,Transmission Check,826.3,17/04/2026,118.07,In Progress
JOB-03262,MCH-035,Transmission Check,359.75,3/27/2026,263.75,Pending Parts
JOB-03263,MCH-041,Oil Change,664.26,24/03/2026,,In Progress
JOB-03264,MCH-028,Transmission Check,831.21,4/2/2026,28.7,Completed
JOB-03265,MCH-026,Brake Pad Replacement,473.08,4/8/2026,400.52,In Progress
JOB-03266,MCH-006,Transmission Check,884.45,5/4/2026,53.14,Completed
JOB-03267,MCH-034,Brake Pad Replacement,966.22,4/14/2026,247.64,Completed
JOB-03268,MCH-028,Brake Pad Replacement,307.07,4/8/2026,289.13,Completed
JOB-03269,MCH-044,Brake Pad Replacement,396.44,21/04/2026,,Completed
JOB-03270,MCH-047,Oil Change,511.8,4/13/2026,350.54,Completed
JOB-03271,MCH-009,Brake Pad Replacement,321.03,12/4/2026,141.57,Completed
JOB-03272,MCH-029,Full Service,941.95,19/03/2026,24.79,Completed
JOB-03273,MCH-034,Transmission Check,707.62,3/21/2026,367.25,Pending Parts
JOB-03274,MCH-012,Brake Pad Replacement,487.12,4/11/2026,277.12,Completed
JOB-03275,MCH-016,Full Service,68.47,30/03/2026,421.34,Completed
JOB-03276,MCH-007,Oil Change,424.75,3/22/2026,414.27,Completed
JOB-03277,MCH-031,Oil Change,1011.98,3/29/2026,,Completed
JOB-03278,MCH-033,Oil Change,905.04,18/04/2026,252.85,In Progress
JOB-03279,MCH-007,Oil Change,127.49,4/17/2026,,Completed
JOB-03280,MCH-003,Transmission Check,971.66,11/3/2026,399.95,Completed
JOB-03281,MCH-020,Oil Change,255.91,14/03/2026,236.62,Completed
JOB-03282,MCH-005,Transmission Check,1185.11,3/12/2026,108.05,Completed
JOB-03283,MCH-003,Full Service,1048.83,9/4/2026,,Pending Parts
JOB-03284,MCH-047,Oil Change,1100.25,3/25/2026,443.63,In Progress
JOB-03285,MCH-038,Oil Change,934.87,9/4/2026,243.83,Completed
JOB-03286,MCH-015,Full Service,867.39,8/4/2026,56.34,Completed
JOB-03287,MCH-035,Full Service,331.1,1/4/2026,,Completed
JOB-03288,MCH-023,Transmission Check,724.36,3/13/2026,405.7,Pending Parts
JOB-03289,MCH-033,Brake Pad Replacement,850.89,4/12/2026,452.85,Pending Parts
JOB-03290,MCH-002,Transmission Check,381.3,21/03/2026,,Completed
JOB-03291,MCH-036,Brake Pad Replacement,508.05,18/03/2026,52.15,In Progress
JOB-03292,MCH-021,Transmission Check,1139.11,16/03/2026,441.13,Completed
JOB-03293,MCH-014,Brake Pad Replacement,519.15,15/04/2026,206.91,Completed
JOB-03294,MCH-014,Oil Change,412.69,18/04/2026,280.05,In Progress
JOB-03295,MCH-042,Brake Pad Replacement,173.29,19/04/2026,484.67,Pending Parts
JOB-03296,MCH-011,Full Service,442.54,14/04/2026,51.95,Completed
JOB-03297,MCH-004,Full Service,753.96,22/03/2026,,Completed
JOB-03298,MCH-047,Brake Pad Replacement,219.89,25/03/2026,55.57,In Progress
JOB-03299,MCH-030,Oil Change,746.08,3/22/2026,,Completed
JOB-03300,MCH-036,Oil Change,902.37,4/11/2026,405.83,Completed
JOB-03301,MCH-020,Brake Pad Replacement,933.48,3/24/2026,228.07,Completed
JOB-03302,MCH-016,Brake Pad Replacement,1182.53,1/4/2026,498.65,Completed
JOB-03303,MCH-034,Full Service,549.75,4/1/2026,288.35,Completed
JOB-03304,MCH-045,Full Service,87.3,4/21/2026,174.16,Completed
JOB-03305,MCH-008,Transmission Check,1032.89,5/4/2026,125.65,Completed
JOB-03306,MCH-045,Oil Change,146.04,12/3/2026,188.25,Completed
JOB-03307,MCH-020,Oil Change,1040.91,3/19/2026,198.82,Completed
JOB-03308,MCH-021,Oil Change,1180.11,4/13/2026,52.98,Completed
JOB-03309,MCH-040,Transmission Check,1092.85,4/16/2026,197.4,Completed
JOB-03310,MCH-030,Transmission Check,1158.61,3/15/2026,242.83,Completed
JOB-03311,MCH-036,Full Service,76.84,20/04/2026,366.91,Completed
JOB-03312,MCH-005,Full Service,63.08,1/4/2026,335.23,Completed
JOB-03313,MCH-021,Brake Pad Replacement,291.84,22/04/2026,360.21,Pending Parts
JOB-03314,MCH-038,Transmission Check,968.52,27/03/2026,24.01,Completed
JOB-03315,MCH-023,Transmission Check,152.83,4/1/2026,124.48,Completed
JOB-03316,MCH-019,Transmission Check,908.5,9/4/2026,337.61,Completed
JOB-03317,MCH-010,Oil Change,64.44,4/22/2026,,Completed
JOB-03318,MCH-027,Full Service,890.76,23/03/2026,22.55,Pending Parts
JOB-03319,MCH-035,Brake Pad Replacement,337.58,4/6/2026,406.16,Completed
JOB-03320,MCH-013,Transmission Check,556.5,19/03/2026,390.95,Completed
JOB-03321,MCH-009,Transmission Check,1172.98,16/04/2026,283.24,Completed
JOB-03322,MCH-017,Transmission Check,684.5,5/4/2026,51.9,Completed
JOB-03323,MCH-031,Oil Change,135.82,25/03/2026,387.93,Pending Parts
JOB-03324,MCH-042,Brake Pad Replacement,1054.1,8/4/2026,300.18,In Progress
JOB-03325,MCH-044,Brake Pad Replacement,422.22,30/03/2026,395.34,Completed
JOB-02924,MCH-045,Transmission Check,723.16,14/03/2026,380.84,Completed
JOB-03327,MCH-024,Brake Pad Replacement,868.54,4/9/2026,405.44,Completed
JOB-03328,MCH-042,Oil Change,944.14,4/2/2026,268.64,In Progress
JOB-03329,MCH-019,Transmission Check,547.37,4/10/2026,,Completed
JOB-03330,MCH-049,Full Service,939.05,6/4/2026,342.16,Completed
JOB-03331,MCH-030,Full Service,184.43,3/21/2026,317.83,Completed
JOB-03332,MCH-005,Brake Pad Replacement,654.52,23/03/2026,376.28,Completed
JOB-03333,MCH-008,Full Service,75.17,4/9/2026,101.54,Completed
JOB-03334,MCH-037,Full Service,517.21,3/28/2026,113.59,Completed
JOB-03335,MCH-047,Transmission Check,469.48,11/4/2026,447.4,Completed
JOB-03336,MCH-036,Oil Change,1174.85,3/19/2026,379.99,Pending Parts
JOB-03337,MCH-025,Transmission Check,507.53,4/19/2026,455.95,Completed
JOB-03338,MCH-045,Oil Change,1093.16,22/04/2026,384.18,Completed
JOB-03339,MCH-049,Transmission Check,550.59,3/11/2026,306.63,Completed
JOB-03340,MCH-005,Full Service,663.4,5/4/2026,333.98,Completed
JOB-03341,MCH-033,Transmission Check,453.32,31/03/2026,446.78,Completed
JOB-03342,MCH-022,Brake Pad Replacement,786.02,23/03/2026,297.83,Completed
JOB-03343,MCH-047,Brake Pad Replacement,899.99,22/04/2026,323.55,Completed
JOB-03344,MCH-042,Oil Change,959.72,19/04/2026,95.11,Completed
JOB-03345,MCH-025,Oil Change,848.03,14/03/2026,247.48,Completed
JOB-03346,MCH-043,Oil Change,429.44,24/03/2026,363.87,In Progress
JOB-03347,MCH-029,Brake Pad Replacement,430.19,4/14/2026,150.05,Completed
JOB-03348,MCH-045,Transmission Check,450.09,16/03/2026,117.08,In Progress
JOB-03349,MCH-030,Full Service,93.51,3/16/2026,170.64,Completed
JOB-03350,MCH-048,Oil Change,1134.51,4/4/2026,135.92,Pending Parts
JOB-03351,MCH-030,Transmission Check,275.08,1/4/2026,123.16,Completed
JOB-03352,MCH-044,Transmission Check,233.09,4/18/2026,223.93,Pending Parts
JOB-03353,MCH-046,Brake Pad Replacement,685.21,1/4/2026,455.76,Completed
JOB-03354,MCH-031,Brake Pad Replacement,104.53,3/26/2026,263.39,Completed
JOB-03355,MCH-034,Full Service,1013.52,3/13/2026,,In Progress
JOB-03356,MCH-028,Transmission Check,1057.63,4/2/2026,56.95,Completed
JOB-02476,MCH-010,Oil Change,507.48,3/20/2026,,Completed
JOB-03358,MCH-004,Brake Pad Replacement,1167.13,18/03/2026,203.74,Completed
JOB-03359,MCH-033,Transmission Check,422.9,4/10/2026,414.48,Completed
JOB-03360,MCH-017,Brake Pad Replacement,349.27,15/04/2026,,Completed
JOB-03361,MCH-011,Transmission Check,1188.14,4/8/2026,,Completed
JOB-03362,MCH-007,Brake Pad Replacement,337.85,10/4/2026,150.53,Completed
JOB-03363,MCH-017,Oil Change,560.89,3/27/2026,352.33,Completed
JOB-03364,MCH-028,Full Service,753.65,6/4/2026,,Completed
JOB-03365,MCH-017,Oil Change,420.91,19/03/2026,470.75,Completed
JOB-03366,MCH-041,Brake Pad Replacement,491.85,4/15/2026,325.46,Pending Parts
JOB-03367,MCH-010,Brake Pad Replacement,878.87,19/04/2026,175.77,Completed
JOB-03368,MCH-026,Brake Pad Replacement,881.48,3/23/2026,149.37,In Progress
JOB-03369,MCH-006,Oil Change,974.16,3/28/2026,111.64,Completed
JOB-03370,MCH-017,Brake Pad Replacement,732.76,4/21/2026,353.43,Completed
JOB-03371,MCH-016,Oil Change,318.55,4/20/2026,124.98,Pending Parts
JOB-03372,MCH-039,Brake Pad Replacement,433.08,11/3/2026,305.75,In Progress
JOB-03373,MCH-026,Full Service,1085.81,6/4/2026,147.02,Completed
JOB-03374,MCH-004,Full Service,893.79,3/12/2026,337.75,Completed
JOB-03375,MCH-020,Brake Pad Replacement,151.23,18/04/2026,411.17,Completed
JOB-03376,MCH-049,Transmission Check,916.66,16/03/2026,393.45,Completed
JOB-03377,MCH-041,Oil Change,430.26,4/5/2026,385.21,Completed
JOB-03378,MCH-011,Brake Pad Replacement,76.71,31/03/2026,110.11,Completed
JOB-03379,MCH-023,Oil Change,606.29,13/03/2026,62.42,Pending Parts
JOB-03380,MCH-033,Transmission Check,1065.91,3/17/2026,355.5,Completed
JOB-03381,MCH-031,Full Service,561,14/04/2026,,Completed
JOB-03382,MCH-007,Oil Change,1187.12,15/03/2026,227.53,Pending Parts
JOB-03383,MCH-022,Oil Change,254.79,19/04/2026,34.95,Completed
JOB-03384,MCH-005,Oil Change,453.53,14/04/2026,144.6,Completed
JOB-03385,MCH-037,Oil Change,69.11,22/04/2026,36.16,Completed
JOB-03386,MCH-001,Oil Change,107.91,17/03/2026,442.01,Completed
JOB-03387,MCH-006,Full Service,457.46,7/4/2026,136.83,Completed
JOB-03388,MCH-045,Oil Change,657.65,3/16/2026,,Pending Parts
JOB-03389,MCH-047,Oil Change,322.66,4/21/2026,38.71,Completed
JOB-03390,MCH-004,Full Service,241.43,4/21/2026,340.09,Completed
JOB-03391,MCH-030,Brake Pad Replacement,533.77,11/3/2026,175.05,Completed
JOB-03392,MCH-030,Brake Pad Replacement,246.28,3/22/2026,451,Completed
JOB-03393,MCH-017,Oil Change,775.53,20/03/2026,446.3,Completed
JOB-03394,MCH-024,Full Service,1148.58,3/4/2026,176.14,Completed
JOB-03395,MCH-031,Oil Change,977.52,13/04/2026,,Completed
JOB-03396,MCH-028,Brake Pad Replacement,297.5,3/31/2026,498.16,Completed
JOB-03397,MCH-045,Full Service,1143.81,3/13/2026,416.2,Pending Parts
JOB-03398,MCH-043,Transmission Check,913.8,31/03/2026,425.54,Completed
JOB-03399,MCH-004,Full Service,228.22,17/03/2026,139.52,Completed
JOB-03400,MCH-039,Brake Pad Replacement,716.35,19/04/2026,,Completed
JOB-03401,MCH-019,Full Service,1161.45,4/20/2026,52.28,Completed
JOB-03402,MCH-024,Transmission Check,161.27,22/03/2026,65.56,Completed
JOB-03403,MCH-007,Full Service,361.66,18/04/2026,499.47,Completed
JOB-03404,MCH-046,Oil Change,480.21,12/4/2026,176.79,Completed
JOB-03405,MCH-048,Oil Change,182.93,13/04/2026,,In Progress
JOB-03406,MCH-009,Brake Pad Replacement,394.13,7/4/2026,,Pending Parts
JOB-03407,MCH-022,Full Service,846.17,9/4/2026,431.85,Completed
JOB-03408,MCH-002,Brake Pad Replacement,598.82,17/04/2026,498.86,Completed
JOB-03409,MCH-027,Full Service,534.24,4/20/2026,135.92,Completed
JOB-03410,MCH-016,Brake Pad Replacement,546.73,12/3/2026,39.37,Completed
JOB-03411,MCH-005,Full Service,923.6,17/03/2026,217.37,Completed
JOB-03412,MCH-012,Oil Change,1189.97,17/04/2026,82.44,Pending Parts
JOB-03413,MCH-026,Brake Pad Replacement,726.94,3/25/2026,30.76,Completed
JOB-03414,MCH-015,Brake Pad Replacement,914.28,4/4/2026,193,Completed
JOB-03415,MCH-003,Transmission Check,478.44,4/3/2026,396.19,Completed
JOB-03416,MCH-009,Full Service,1039.74,13/04/2026,291.77,Pending Parts
JOB-03417,MCH-028,Oil Change,533.37,17/03/2026,170.13,Pending Parts
JOB-03418,MCH-039,Oil Change,1125.39,15/04/2026,334.08,Completed
JOB-03419,MCH-036,Oil Change,905.03,12/3/2026,131.37,Completed
JOB-03420,MCH-025,Brake Pad Replacement,863.56,3/11/2026,26.9,Completed
JOB-03421,MCH-041,Oil Change,383.66,28/03/2026,386.89,Completed
JOB-03422,MCH-028,Brake Pad Replacement,965.56,3/14/2026,,Completed
JOB-03423,MCH-047,Transmission Check,171.07,3/19/2026,385.91,Completed
JOB-03424,MCH-021,Oil Change,668.73,3/24/2026,38.69,Pending Parts
JOB-03425,MCH-029,Transmission Check,895.68,17/03/2026,421.82,Pending Parts
JOB-03426,MCH-025,Full Service,1066.13,5/4/2026,317.37,In Progress
JOB-03427,MCH-030,Full Service,705.1,18/03/2026,290.43,Pending Parts
JOB-03428,MCH-039,Transmission Check,347.07,6/4/2026,319.81,Completed
JOB-03429,MCH-011,Full Service,1026.19,11/3/2026,434.93,Completed
JOB-03430,MCH-019,Oil Change,933.18,3/18/2026,,Completed
JOB-03431,MCH-011,Oil Change,226.6,3/31/2026,298.86,Completed
JOB-03432,MCH-025,Brake Pad Replacement,1053.25,4/4/2026,495.53,Completed
JOB-03433,MCH-001,Transmission Check,1153.86,3/13/2026,,Completed
JOB-03434,MCH-032,Transmission Check,668.39,15/03/2026,232.3,Pending Parts
JOB-03435,MCH-021,Brake Pad Replacement,94.12,16/03/2026,359.55,Completed
JOB-03436,MCH-045,Oil Change,1102.96,3/20/2026,,Completed
JOB-03437,MCH-013,Transmission Check,191.18,3/13/2026,129.86,Completed
JOB-03438,MCH-034,Brake Pad Replacement,778.09,4/22/2026,306.49,Pending Parts
JOB-03439,MCH-017,Transmission Check,511.04,16/03/2026,465.53,Pending Parts
JOB-03440,MCH-047,Transmission Check,1190.84,3/14/2026,465.99,Completed
JOB-03441,MCH-019,Brake Pad Replacement,1104.74,3/12/2026,184.11,Completed
JOB-03442,MCH-010,Transmission Check,952.18,3/31/2026,273.29,Completed
JOB-03443,MCH-042,Full Service,279.17,19/04/2026,121.59,Completed
JOB-03444,MCH-009,Brake Pad Replacement,854.07,1/4/2026,497.9,Completed
JOB-03445,MCH-011,Brake Pad Replacement,707.97,4/9/2026,490.94,Completed
JOB-03446,MCH-038,Full Service,205.65,3/12/2026,,Completed
JOB-03447,MCH-031,Transmission Check,963.88,4/6/2026,406.12,Completed
JOB-03448,MCH-002,Full Service,149.42,11/3/2026,363.25,In Progress
JOB-03449,MCH-024,Transmission Check,603.85,31/03/2026,304.72,Completed
JOB-03450,MCH-042,Oil Change,540.55,11/3/2026,45.61,Completed
JOB-03451,MCH-047,Full Service,977.13,4/4/2026,238.29,Completed
JOB-03452,MCH-005,Full Service,541.7,3/26/2026,343.9,Completed
JOB-03453,MCH-030,Full Service,848.46,28/03/2026,345.22,Completed
JOB-03454,MCH-039,Oil Change,600,12/4/2026,,Completed
JOB-03455,MCH-035,Transmission Check,719.32,12/4/2026,472.01,Completed
JOB-03456,MCH-048,Oil Change,327.2,3/12/2026,100.33,Pending Parts
JOB-03457,MCH-017,Full Service,282.82,4/7/2026,260.17,Pending Parts
JOB-03458,MCH-031,Oil Change,866.4,3/30/2026,351.62,Completed
JOB-03459,MCH-002,Full Service,190.68,19/04/2026,354.63,Completed
JOB-03460,MCH-016,Brake Pad Replacement,252.38,4/20/2026,331.35,Completed
JOB-03461,MCH-021,Transmission Check,1132.09,21/04/2026,,Completed
JOB-03462,MCH-030,Full Service,341.33,3/28/2026,94.98,Completed
JOB-03463,MCH-001,Oil Change,421.79,4/4/2026,325.25,Completed
JOB-03464,MCH-014,Oil Change,778.17,21/04/2026,,Completed
JOB-03465,MCH-016,Oil Change,556.41,19/04/2026,106.09,In Progress
JOB-03466,MCH-009,Transmission Check,692.85,28/03/2026,358.47,Completed
JOB-11430,MCH-049,Brake Pad Replacement,216.28,4/10/2026,238.48,Completed
JOB-03468,MCH-008,Transmission Check,823.27,3/26/2026,,Pending Parts
JOB-03469,MCH-009,Brake Pad Replacement,230.07,4/21/2026,421.94,Completed
JOB-03470,MCH-034,Oil Change,909.88,3/24/2026,101.47,In Progress
JOB-03471,MCH-045,Transmission Check,652.16,4/13/2026,29.19,Completed
JOB-03472,MCH-033,Brake Pad Replacement,988.62,15/04/2026,393.97,Completed
JOB-03473,MCH-022,Oil Change,248.59,8/4/2026,312.65,Completed
JOB-03474,MCH-030,Oil Change,484.17,13/04/2026,355.83,Completed
JOB-03475,MCH-007,Transmission Check,1023.86,9/4/2026,422.31,Completed
JOB-03476,MCH-018,Brake Pad Replacement,968.52,3/12/2026,405.35,Completed
JOB-03477,MCH-021,Oil Change,1160.62,21/04/2026,481.24,Completed
JOB-03478,MCH-005,Oil Change,305.25,3/13/2026,277.25,Completed
JOB-03479,MCH-007,Oil Change,669.88,17/04/2026,254.48,Completed
JOB-03480,MCH-012,Full Service,70.57,4/16/2026,212.91,Completed
JOB-03481,MCH-017,Brake Pad Replacement,1160.02,5/4/2026,93.77,Completed
JOB-03482,MCH-024,Brake Pad Replacement,251.4,12/4/2026,294.85,Completed
JOB-03483,MCH-037,Full Service,1090.41,30/03/2026,152.97,Completed
JOB-03484,MCH-044,Oil Change,830.08,8/4/2026,462.23,Completed
JOB-03485,MCH-019,Full Service,1127.38,3/12/2026,299.93,Completed
JOB-03486,MCH-045,Full Service,335.46,4/22/2026,304.56,Pending Parts
JOB-03487,MCH-016,Full Service,446.94,4/21/2026,190.36,Completed
JOB-03488,MCH-025,Brake Pad Replacement,239.06,3/23/2026,44.95,Completed
JOB-03489,MCH-027,Oil Change,535.8,22/03/2026,35.24,In Progress
JOB-03490,MCH-042,Oil Change,1139.62,5/4/2026,223.2,Completed
JOB-03491,MCH-044,Brake Pad Replacement,706.84,17/04/2026,60.59,Completed
JOB-03492,MCH-007,Brake Pad Replacement,528.55,3/26/2026,,Completed
JOB-03493,MCH-046,Full Service,423.6,4/16/2026,442.87,Completed
JOB-03494,MCH-042,Full Service,722.48,3/24/2026,443.8,Completed
