Date,App_Name,Active_Users,Avg_Session_Duration,Feature_Click_Event,Drop_off_Rate,,,,
3/29/2026,Garage_App,349,288.9,Payment_Submit,0.45,,,,
3/19/2026,GarageOps,403,283.7,Financial_Tab_View,0.55,,,,
3/15/2026,Garage Mgmt,108,170.1,Financial_Tab_View,0.15,,,,
3/26/2026,Zarkon Rental,1370,298.5,Payment_Submit,0.22,,,,
3/31/2026,Zarkon Rental,203,275,Add_Ticket,0.29,,,,
3/24/2026,ZarkonApp,1445,159.8,Financial_Tab_View,0.27,,,,
4/6/2026,zarkon rentals,1362,157.7,Add_Ticket,0.72,,,,
4/18/2026,Zarkon_App,151,226.6,Financial_Tab_View,0.46,,,,
3/12/2026,Garage Platform,746,166.2,Payment_Submit,0.4,,,,
3/17/2026,ZarkonApp,469,273.1,Payment_Submit,0.16,,,,
4/19/2026,Zarkon_App,156,59,Add_Ticket,0.64,,,,
4/16/2026,zarkon rentals,1096,286.7,View_Dashboard,0.1,,,,
4/12/2026,Garage Mgmt,1202,295.7,Financial_Tab_View,0.69,,,,
4/1/2026,Zarkon Rental,103,297.8,View_Dashboard,0.23,,,,
4/4/2026,GarageOps,787,213.1,View_Dashboard,0.45,,,,
3/28/2026,Garage Platform,1177,36.1,Payment_Submit,0.35,,,,
4/3/2026,Garage Platform,296,244.5,View_Dashboard,0.75,,,,
4/20/2026,Zarkon_App,270,234.8,Add_Ticket,0.78,,,,
4/9/2026,Garage_App,645,72.4,Financial_Tab_View,0.67,,,,
4/14/2026,ZarkonApp,447,106.7,View_Dashboard,0.53,,,,
4/11/2026,GarageOps,456,84.8,Add_Ticket,0.46,,,,
4/21/2026,Zarkon_App,497,278.2,Financial_Tab_View,0.26,,,,
4/6/2026,Zarkon Rental,532,123.6,View_Dashboard,0.52,,,,
4/5/2026,Zarkon_App,886,285.5,Financial_Tab_View,0.56,,,,
3/31/2026,Garage Platform,347,129.2,Financial_Tab_View,0.75,,,,
4/8/2026,Zarkon Rental,835,129.7,Financial_Tab_View,0.53,,,,
3/31/2026,Garage_App,582,119.2,Payment_Submit,0.7,,,,
4/6/2026,Garage_App,787,256,View_Dashboard,0.39,,,,
4/21/2026,Garage_App,106,86.4,View_Dashboard,0.47,,,,
4/9/2026,Garage_App,852,216.3,Add_Ticket,0.74,,,,
3/30/2026,Zarkon_App,366,51.3,Payment_Submit,0.62,,,,
3/28/2026,ZarkonApp,914,299.1,View_Dashboard,0.75,,,,
4/15/2026,Zarkon Rental,501,160.6,Add_Ticket,0.2,,,,
4/22/2026,Garage_App,661,63.7,Payment_Submit,0.24,,,,
4/21/2026,ZarkonApp,180,153.5,Add_Ticket,0.3,,,,
3/17/2026,ZarkonApp,680,51.4,Financial_Tab_View,0.68,,,,
3/24/2026,Garage_App,498,214.4,Payment_Submit,0.38,,,,
3/31/2026,Zarkon_App,818,162.7,Add_Ticket,0.11,,,,
4/18/2026,Zarkon Rental,233,63.6,Financial_Tab_View,0.31,,,,
4/15/2026,zarkon rentals,547,194.7,View_Dashboard,0.17,,,,
4/21/2026,ZarkonApp,285,108.3,Financial_Tab_View,0.63,,,,
3/13/2026,Garage Mgmt,456,284.4,Add_Ticket,0.32,,,,
3/21/2026,Garage_App,1443,207,Payment_Submit,0.57,,,,
4/8/2026,Garage_App,715,139.5,Add_Ticket,0.36,,,,
4/2/2026,Zarkon_App,805,67.6,Payment_Submit,0.76,,,,
3/26/2026,Zarkon_App,1370,218.8,View_Dashboard,0.28,,,,
4/14/2026,Garage Mgmt,124,157.6,Payment_Submit,0.5,,,,
4/15/2026,zarkon rentals,666,232.2,Financial_Tab_View,0.5,,,,
4/8/2026,Zarkon Rental,1235,205.2,Add_Ticket,0.52,,,,
4/13/2026,Zarkon Rental,395,198,Add_Ticket,0.25,,,,
3/19/2026,ZarkonApp,1311,228.3,View_Dashboard,0.33,,,,
4/8/2026,Garage_App,1137,126,View_Dashboard,0.25,,,,
3/31/2026,Zarkon_App,182,291.2,Financial_Tab_View,0.12,,,,
4/15/2026,Zarkon Rental,1023,282.8,Payment_Submit,0.55,,,,
4/17/2026,Garage_App,286,223.7,View_Dashboard,0.8,,,,
4/3/2026,GarageOps,329,62.3,Payment_Submit,0.59,,,,
3/22/2026,Zarkon Rental,1442,249.7,Add_Ticket,0.66,,,,
3/24/2026,Zarkon_App,1270,117.4,View_Dashboard,0.13,,,,
3/26/2026,Zarkon Rental,297,66.4,Payment_Submit,0.61,,,,
4/9/2026,zarkon rentals,1219,211.4,Financial_Tab_View,0.47,,,,
3/24/2026,Garage Mgmt,1191,238.9,View_Dashboard,0.3,,,,
4/1/2026,Zarkon_App,1240,262,Add_Ticket,0.52,,,,
3/30/2026,Garage_App,1132,62.3,Financial_Tab_View,0.6,,,,
3/27/2026,Garage_App,1482,85.6,Payment_Submit,0.76,,,,
3/16/2026,zarkon rentals,1050,273.5,Payment_Submit,0.24,,,,
3/15/2026,Garage Mgmt,1023,89.9,View_Dashboard,0.58,,,,
4/18/2026,ZarkonApp,219,189.8,Financial_Tab_View,0.5,,,,
4/10/2026,Zarkon Rental,1477,80.3,Payment_Submit,0.51,,,,
3/14/2026,Garage_App,534,66.6,Add_Ticket,0.17,,,,
3/24/2026,GarageOps,1307,94.9,View_Dashboard,0.41,,,,
3/22/2026,Garage_App,944,91.6,Financial_Tab_View,0.54,,,,
4/7/2026,GarageOps,787,82.8,Financial_Tab_View,0.24,,,,
3/28/2026,zarkon rentals,1081,56.2,Payment_Submit,0.26,,,,
3/29/2026,Zarkon Rental,1318,49.3,Financial_Tab_View,0.52,,,,
4/17/2026,ZarkonApp,321,115.4,View_Dashboard,0.59,,,,
4/15/2026,Garage_App,250,118.1,Add_Ticket,0.24,,,,
4/7/2026,Garage Mgmt,926,240.6,View_Dashboard,0.51,,,,
4/7/2026,ZarkonApp,803,254.3,View_Dashboard,0.4,,,,
3/24/2026,Zarkon_App,1012,70.6,View_Dashboard,0.22,,,,
4/20/2026,zarkon rentals,287,244,Payment_Submit,0.17,,,,
4/17/2026,Zarkon Rental,312,102.3,Financial_Tab_View,0.64,,,,
4/20/2026,ZarkonApp,1437,164.5,Add_Ticket,0.31,,,,
3/26/2026,Zarkon_App,1300,53.2,Add_Ticket,0.19,,,,
3/11/2026,zarkon rentals,66,137.5,Add_Ticket,0.55,,,,
3/26/2026,Garage_App,782,44.3,Add_Ticket,0.34,,,,
3/22/2026,ZarkonApp,464,31.8,View_Dashboard,0.13,,,,
4/2/2026,Garage_App,1312,281.7,Payment_Submit,0.76,,,,
3/31/2026,Zarkon_App,392,245.6,Financial_Tab_View,0.57,,,,
4/10/2026,Garage Mgmt,1299,87.5,View_Dashboard,0.23,,,,
3/25/2026,Garage_App,1042,106.7,Payment_Submit,0.13,,,,
3/20/2026,Garage Mgmt,1424,64.6,Add_Ticket,0.44,,,,
4/18/2026,Zarkon Rental,575,70.7,Financial_Tab_View,0.8,,,,
3/22/2026,Garage Platform,234,187.2,Payment_Submit,0.36,,,,
4/2/2026,Zarkon_App,763,185.6,Financial_Tab_View,0.72,,,,
3/28/2026,GarageOps,1028,182.2,Add_Ticket,0.6,,,,
3/15/2026,Zarkon Rental,301,40,Payment_Submit,0.28,,,,
3/20/2026,Garage_App,1050,215.1,Financial_Tab_View,0.13,,,,
4/13/2026,ZarkonApp,659,36.9,View_Dashboard,0.72,,,,
4/2/2026,Garage Platform,1254,297.4,View_Dashboard,0.67,,,,
4/16/2026,Garage Mgmt,193,254.3,Payment_Submit,0.59,,,,
4/14/2026,zarkon rentals,870,279.6,View_Dashboard,0.78,,,,
3/22/2026,Zarkon_App,811,244.9,Payment_Submit,0.76,,,,
4/19/2026,Garage Platform,1447,115.9,Financial_Tab_View,0.24,,,,
3/20/2026,zarkon rentals,159,82.9,Add_Ticket,0.47,,,,
4/2/2026,zarkon rentals,541,162.8,Payment_Submit,0.25,,,,
3/26/2026,Garage Mgmt,1273,244.8,Payment_Submit,0.72,,,,
4/18/2026,zarkon rentals,362,172,Payment_Submit,0.13,,,,
3/12/2026,Garage Platform,472,111.1,Add_Ticket,0.59,,,,
3/15/2026,Garage Platform,1139,100.5,Financial_Tab_View,0.57,,,,
4/1/2026,Garage_App,228,160.9,Payment_Submit,0.25,,,,
4/2/2026,Garage Mgmt,774,137.7,View_Dashboard,0.75,,,,
3/25/2026,Zarkon Rental,1411,199,Add_Ticket,0.52,,,,
4/3/2026,GarageOps,239,33.4,Add_Ticket,0.74,,,,
3/29/2026,Garage_App,462,200.7,Add_Ticket,0.43,,,,
3/17/2026,Zarkon_App,57,158.3,Add_Ticket,0.67,,,,
4/7/2026,Garage Mgmt,1221,246.1,Payment_Submit,0.67,,,,
4/6/2026,Zarkon_App,680,107.5,Payment_Submit,0.56,,,,
4/4/2026,Garage Platform,1201,241.9,Payment_Submit,0.4,,,,
4/16/2026,Garage_App,250,288.2,Financial_Tab_View,0.73,,,,
3/11/2026,Garage Platform,1359,152.5,Payment_Submit,0.68,,,,
4/14/2026,ZarkonApp,868,128.6,Add_Ticket,0.26,,,,
4/21/2026,ZarkonApp,197,261,Financial_Tab_View,0.4,,,,
3/13/2026,GarageOps,855,93.6,View_Dashboard,0.2,,,,
4/12/2026,Zarkon Rental,300,227.8,Add_Ticket,0.12,,,,
4/18/2026,Zarkon_App,264,184.6,View_Dashboard,0.15,,,,
3/21/2026,Garage Platform,1193,146.5,View_Dashboard,0.17,,,,
4/16/2026,Garage Mgmt,1010,81.9,Financial_Tab_View,0.34,,,,
3/30/2026,GarageOps,695,33.6,Financial_Tab_View,0.75,,,,
4/8/2026,zarkon rentals,221,175.4,Payment_Submit,0.51,,,,
4/6/2026,ZarkonApp,178,45.6,View_Dashboard,0.72,,,,
4/13/2026,Zarkon Rental,1010,58.8,Financial_Tab_View,0.13,,,,
3/12/2026,zarkon rentals,127,193.2,View_Dashboard,0.54,,,,
4/4/2026,Garage_App,437,95,Financial_Tab_View,0.46,,,,
4/15/2026,Garage Mgmt,1372,216.1,Financial_Tab_View,0.21,,,,
3/16/2026,Garage Platform,528,70,Add_Ticket,0.25,,,,
4/10/2026,GarageOps,74,49,View_Dashboard,0.21,,,,
4/22/2026,Garage_App,1419,171.5,View_Dashboard,0.27,,,,
4/22/2026,Garage_App,433,94.4,Financial_Tab_View,0.1,,,,
4/12/2026,Garage_App,317,145.3,Add_Ticket,0.32,,,,
3/18/2026,Zarkon Rental,1283,59.5,Payment_Submit,0.79,,,,
4/7/2026,Garage_App,855,109,Financial_Tab_View,0.54,,,,
3/17/2026,Zarkon Rental,1180,46,Add_Ticket,0.48,,,,
3/20/2026,zarkon rentals,873,248.9,Add_Ticket,0.48,,,,
3/23/2026,zarkon rentals,307,31.2,View_Dashboard,0.52,,,,
4/16/2026,GarageOps,573,289.1,View_Dashboard,0.62,,,,
3/16/2026,Zarkon Rental,754,103.5,Add_Ticket,0.66,,,,
3/26/2026,Zarkon_App,900,51,View_Dashboard,0.12,,,,
3/18/2026,zarkon rentals,992,260.9,Payment_Submit,0.23,,,,
4/14/2026,Zarkon Rental,1323,210.5,Payment_Submit,0.22,,,,
3/20/2026,ZarkonApp,668,260.3,Financial_Tab_View,0.37,,,,
4/17/2026,GarageOps,874,177.5,Financial_Tab_View,0.29,,,,
3/12/2026,Zarkon_App,216,99.6,Financial_Tab_View,0.67,,,,
3/11/2026,Garage Platform,165,56.6,Financial_Tab_View,0.39,,,,
3/19/2026,zarkon rentals,992,177.7,Add_Ticket,0.69,,,,
3/27/2026,Zarkon_App,374,204.8,Add_Ticket,0.6,,,,
3/14/2026,Garage Mgmt,902,150.6,Financial_Tab_View,0.41,,,,
4/9/2026,Garage_App,1318,119.7,Financial_Tab_View,0.77,,,,
4/13/2026,GarageOps,755,259.2,View_Dashboard,0.65,,,,
3/28/2026,GarageOps,216,202.8,Payment_Submit,0.59,,,,
3/14/2026,Garage_App,745,70.9,Add_Ticket,0.65,,,,
4/18/2026,Zarkon Rental,80,277.7,Payment_Submit,0.39,,,,
4/15/2026,Garage Mgmt,1462,76.1,Add_Ticket,0.18,,,,
4/17/2026,Garage Mgmt,307,270.9,Add_Ticket,0.39,,,,
4/19/2026,Garage Mgmt,617,41.3,Financial_Tab_View,0.46,,,,
4/10/2026,Garage Mgmt,1121,292.1,Add_Ticket,0.17,,,,
4/5/2026,ZarkonApp,89,165.2,View_Dashboard,0.36,,,,
4/21/2026,Garage Mgmt,592,63.2,Add_Ticket,0.75,,,,
3/29/2026,zarkon rentals,1000,59.2,Add_Ticket,0.19,,,,
3/31/2026,zarkon rentals,108,142.8,View_Dashboard,0.54,,,,
4/20/2026,zarkon rentals,209,144.3,Financial_Tab_View,0.69,,,,
4/5/2026,GarageOps,78,186.9,Financial_Tab_View,0.61,,,,
4/9/2026,GarageOps,663,126.5,View_Dashboard,0.24,,,,
4/2/2026,Zarkon Rental,1282,167.5,Payment_Submit,0.39,,,,
3/30/2026,ZarkonApp,529,193.1,View_Dashboard,0.49,,,,
4/15/2026,zarkon rentals,1451,262.7,Payment_Submit,0.19,,,,
3/12/2026,Garage Mgmt,280,288.9,Financial_Tab_View,0.28,,,,
4/3/2026,GarageOps,1293,268.5,View_Dashboard,0.56,,,,
4/10/2026,zarkon rentals,645,52.1,Financial_Tab_View,0.68,,,,
4/14/2026,GarageOps,1283,111.4,Payment_Submit,0.76,,,,
3/11/2026,Zarkon_App,704,65,View_Dashboard,0.25,,,,
4/17/2026,zarkon rentals,344,189.3,Financial_Tab_View,0.48,,,,
3/27/2026,Zarkon_App,601,223.5,Payment_Submit,0.55,,,,
3/13/2026,Zarkon Rental,1463,221.9,View_Dashboard,0.6,,,,
3/26/2026,GarageOps,726,152.9,Financial_Tab_View,0.56,,,,
4/7/2026,Garage_App,532,194.1,Financial_Tab_View,0.65,,,,
4/9/2026,Garage_App,484,105.6,Financial_Tab_View,0.38,,,,
3/16/2026,Garage Mgmt,959,211.9,View_Dashboard,0.46,,,,
4/1/2026,Zarkon_App,412,71.8,Payment_Submit,0.22,,,,
3/16/2026,GarageOps,633,57.5,Add_Ticket,0.12,,,,
3/13/2026,Zarkon Rental,722,130.8,View_Dashboard,0.22,,,,
4/1/2026,ZarkonApp,480,241.5,View_Dashboard,0.6,,,,
3/25/2026,zarkon rentals,846,101,View_Dashboard,0.3,,,,
3/11/2026,Zarkon Rental,705,83.7,Add_Ticket,0.63,,,,
4/10/2026,Zarkon_App,488,274.5,View_Dashboard,0.12,,,,
3/17/2026,Zarkon_App,286,183.7,Payment_Submit,0.32,,,,
3/16/2026,zarkon rentals,308,82.8,View_Dashboard,0.14,,,,
4/17/2026,Garage_App,470,80.5,Add_Ticket,0.63,,,,
3/22/2026,zarkon rentals,179,61.8,Add_Ticket,0.39,,,,
4/22/2026,Zarkon Rental,413,63.4,Add_Ticket,0.23,,,,
3/19/2026,zarkon rentals,375,246.8,View_Dashboard,0.5,,,,
3/31/2026,ZarkonApp,1264,246.8,Payment_Submit,0.78,,,,
4/2/2026,Garage_App,401,287.5,View_Dashboard,0.13,,,,
3/23/2026,GarageOps,1388,110.3,Payment_Submit,0.53,,,,
3/15/2026,Garage_App,1132,184.8,Add_Ticket,0.59,,,,
3/16/2026,Garage Platform,1359,175,View_Dashboard,0.69,,,,
3/31/2026,GarageOps,267,57.6,Payment_Submit,0.33,,,,
3/17/2026,Garage_App,449,171.6,View_Dashboard,0.56,,,,
3/23/2026,Garage Platform,790,87.2,View_Dashboard,0.16,,,,
3/27/2026,GarageOps,519,95.7,Payment_Submit,0.17,,,,
3/14/2026,Garage Platform,1406,251.7,Financial_Tab_View,0.6,,,,
4/3/2026,Zarkon Rental,570,110.6,View_Dashboard,0.42,,,,
3/21/2026,ZarkonApp,1398,240.4,Payment_Submit,0.45,,,,
4/10/2026,Garage Mgmt,1265,47.1,View_Dashboard,0.71,,,,
4/12/2026,Garage Mgmt,1122,176.2,Financial_Tab_View,0.2,,,,
4/13/2026,GarageOps,1480,204.5,View_Dashboard,0.23,,,,
3/25/2026,GarageOps,1420,242.7,View_Dashboard,0.37,,,,
3/18/2026,Garage Mgmt,218,236.4,Financial_Tab_View,0.36,,,,
4/11/2026,Garage Mgmt,863,100.2,View_Dashboard,0.49,,,,
3/21/2026,Zarkon_App,1269,204.3,Payment_Submit,0.41,,,,
4/14/2026,zarkon rentals,1250,78.7,View_Dashboard,0.3,,,,
3/29/2026,Garage Platform,578,73.1,Payment_Submit,0.7,,,,
4/16/2026,Garage Platform,169,82.6,Add_Ticket,0.21,,,,
3/23/2026,Garage Platform,1331,86,View_Dashboard,0.11,,,,
4/17/2026,GarageOps,1015,71.4,View_Dashboard,0.2,,,,
4/8/2026,Garage Mgmt,1139,119.5,Payment_Submit,0.44,,,,
4/15/2026,zarkon rentals,1157,222.4,Payment_Submit,0.51,,,,
3/19/2026,Zarkon Rental,699,242,Payment_Submit,0.21,,,,
3/24/2026,ZarkonApp,1149,123.5,Add_Ticket,0.5,,,,
4/4/2026,ZarkonApp,914,226.4,Add_Ticket,0.13,,,,
4/7/2026,ZarkonApp,377,238.1,Add_Ticket,0.53,,,,
3/24/2026,Garage Platform,185,134.5,View_Dashboard,0.47,,,,
3/24/2026,ZarkonApp,1370,298.6,Payment_Submit,0.39,,,,
4/1/2026,zarkon rentals,780,179.2,View_Dashboard,0.75,,,,
3/13/2026,Garage Mgmt,1413,219.3,View_Dashboard,0.4,,,,
3/31/2026,zarkon rentals,1426,57.2,Add_Ticket,0.36,,,,
4/22/2026,Zarkon_App,599,182.4,Payment_Submit,0.26,,,,
4/22/2026,Garage Platform,1419,227.9,Financial_Tab_View,0.32,,,,
3/22/2026,Garage_App,1445,173.6,Add_Ticket,0.25,,,,
4/14/2026,Garage Platform,1026,259.1,Financial_Tab_View,0.22,,,,
3/30/2026,Garage Platform,1141,50,Payment_Submit,0.39,,,,
4/9/2026,Garage Platform,850,269.6,View_Dashboard,0.14,,,,
3/25/2026,GarageOps,747,238.1,Financial_Tab_View,0.54,,,,
3/21/2026,Zarkon_App,1411,31,Add_Ticket,0.43,,,,
4/6/2026,Garage Platform,391,52.1,View_Dashboard,0.24,,,,
3/11/2026,Garage_App,163,58.5,Financial_Tab_View,0.1,,,,
3/22/2026,Garage Mgmt,1318,140.7,Financial_Tab_View,0.5,,,,
3/18/2026,ZarkonApp,522,67,View_Dashboard,0.15,,,,
4/13/2026,zarkon rentals,1186,41,View_Dashboard,0.79,,,,
3/15/2026,Garage Platform,1027,252.4,Financial_Tab_View,0.44,,,,
3/20/2026,ZarkonApp,601,88,Payment_Submit,0.48,,,,
3/18/2026,Zarkon_App,272,193,Payment_Submit,0.72,,,,
3/11/2026,Garage_App,1246,189,View_Dashboard,0.76,,,,
3/14/2026,Garage Platform,1458,246.9,Payment_Submit,0.75,,,,
3/13/2026,Garage_App,491,176.1,Payment_Submit,0.41,,,,
4/9/2026,Garage Mgmt,1245,292.5,Add_Ticket,0.25,,,,
4/20/2026,GarageOps,557,173.3,View_Dashboard,0.72,,,,
3/12/2026,Garage_App,468,211.9,View_Dashboard,0.28,,,,
3/31/2026,Garage_App,241,274.7,Payment_Submit,0.32,,,,
4/15/2026,Garage_App,1041,224.4,Add_Ticket,0.18,,,,
4/22/2026,Garage_App,1445,226.9,Financial_Tab_View,0.7,,,,
3/12/2026,Garage Platform,1310,45.7,Add_Ticket,0.74,,,,
3/27/2026,Zarkon_App,1020,52.8,Payment_Submit,0.67,,,,
4/14/2026,Zarkon_App,1470,104.2,Add_Ticket,0.31,,,,
4/7/2026,Zarkon_App,1148,182,View_Dashboard,0.67,,,,
4/6/2026,Garage_App,904,268.8,Financial_Tab_View,0.19,,,,
4/8/2026,Garage_App,660,53.7,Financial_Tab_View,0.65,,,,
3/25/2026,Garage Mgmt,985,68.4,View_Dashboard,0.76,,,,
3/21/2026,Garage Platform,1409,172.8,Financial_Tab_View,0.27,,,,
4/1/2026,Zarkon Rental,1124,67.3,Payment_Submit,0.46,,,,
3/31/2026,Zarkon Rental,668,156.6,Payment_Submit,0.53,,,,
3/26/2026,Zarkon_App,304,273.9,Payment_Submit,0.42,,,,
3/22/2026,Zarkon_App,1369,231.6,Financial_Tab_View,0.29,,,,
3/21/2026,zarkon rentals,440,231.6,Add_Ticket,0.42,,,,
4/2/2026,ZarkonApp,285,142.6,Add_Ticket,0.54,,,,
4/22/2026,Zarkon Rental,681,212.2,Add_Ticket,0.39,,,,
4/7/2026,Garage_App,1493,229,View_Dashboard,0.59,,,,
3/31/2026,zarkon rentals,1219,35.5,Payment_Submit,0.15,,,,
4/18/2026,Zarkon Rental,797,249.9,Payment_Submit,0.46,,,,
3/17/2026,ZarkonApp,841,270.8,View_Dashboard,0.73,,,,
3/19/2026,Garage Mgmt,283,62.7,Financial_Tab_View,0.79,,,,
3/19/2026,Zarkon Rental,791,257,Add_Ticket,0.49,,,,
3/25/2026,Zarkon_App,208,126.7,Financial_Tab_View,0.46,,,,
4/18/2026,Garage Mgmt,536,115.9,Add_Ticket,0.34,,,,
4/17/2026,Zarkon_App,1000,193.4,Financial_Tab_View,0.26,,,,
3/23/2026,Garage_App,770,249.3,Financial_Tab_View,0.27,,,,
4/15/2026,GarageOps,958,137.1,View_Dashboard,0.12,,,,
3/27/2026,ZarkonApp,1006,200.9,Add_Ticket,0.79,,,,
3/14/2026,ZarkonApp,791,253.7,Financial_Tab_View,0.24,,,,
3/17/2026,GarageOps,588,241.7,Financial_Tab_View,0.48,,,,
4/10/2026,GarageOps,139,104.6,Payment_Submit,0.14,,,,
4/10/2026,Zarkon Rental,858,220.6,Add_Ticket,0.18,,,,
3/11/2026,ZarkonApp,860,202.1,View_Dashboard,0.66,,,,
4/12/2026,Garage Platform,1224,216.5,Payment_Submit,0.52,,,,
4/13/2026,Zarkon Rental,956,144.6,Financial_Tab_View,0.19,,,,
3/17/2026,ZarkonApp,812,35.5,Financial_Tab_View,0.44,,,,
4/13/2026,Zarkon Rental,68,122.1,Payment_Submit,0.33,,,,
4/11/2026,zarkon rentals,1039,229.2,Financial_Tab_View,0.44,,,,
3/13/2026,Garage Platform,425,239.1,Add_Ticket,0.18,,,,
3/23/2026,Garage_App,1464,264.9,View_Dashboard,0.72,,,,
4/20/2026,Garage_App,1286,92.3,Financial_Tab_View,0.49,,,,
3/27/2026,GarageOps,1440,205.9,Financial_Tab_View,0.48,,,,
4/10/2026,ZarkonApp,141,84.3,View_Dashboard,0.22,,,,
3/17/2026,Garage Mgmt,1441,76,Financial_Tab_View,0.48,,,,
3/27/2026,GarageOps,280,219.2,Financial_Tab_View,0.79,,,,
4/12/2026,GarageOps,202,76.9,View_Dashboard,0.18,,,,
3/30/2026,zarkon rentals,264,38.7,Financial_Tab_View,0.59,,,,
4/2/2026,zarkon rentals,1041,193.7,Payment_Submit,0.37,,,,
4/11/2026,GarageOps,574,39.2,Payment_Submit,0.64,,,,
4/1/2026,ZarkonApp,1323,174.9,View_Dashboard,0.46,,,,
4/2/2026,Garage Mgmt,177,247.3,View_Dashboard,0.73,,,,
3/15/2026,Garage Mgmt,1216,41.9,Add_Ticket,0.16,,,,
4/4/2026,Garage Mgmt,1409,210.9,Payment_Submit,0.4,,,,
3/30/2026,Zarkon_App,1372,49.7,Payment_Submit,0.33,,,,
3/27/2026,ZarkonApp,815,198.1,Payment_Submit,0.72,,,,
3/18/2026,Garage Platform,1448,265.2,Financial_Tab_View,0.13,,,,
4/17/2026,Zarkon Rental,1188,146,View_Dashboard,0.23,,,,
4/2/2026,zarkon rentals,81,132,Add_Ticket,0.43,,,,
3/25/2026,Garage Mgmt,850,252.1,View_Dashboard,0.48,,,,
4/22/2026,Zarkon_App,329,199.4,View_Dashboard,0.44,,,,
3/24/2026,Zarkon Rental,949,151.5,View_Dashboard,0.52,,,,
3/15/2026,ZarkonApp,562,199.8,Payment_Submit,0.75,,,,
3/24/2026,Garage_App,624,111.3,Payment_Submit,0.55,,,,
3/31/2026,Garage Mgmt,1361,276.3,View_Dashboard,0.43,,,,
3/28/2026,Zarkon_App,1010,31.7,View_Dashboard,0.52,,,,
3/25/2026,Garage Platform,1211,102.5,View_Dashboard,0.25,,,,
3/19/2026,zarkon rentals,1439,256.3,Payment_Submit,0.14,,,,
4/19/2026,zarkon rentals,1088,83.7,Add_Ticket,0.58,,,,
4/17/2026,Garage Mgmt,826,93.4,View_Dashboard,0.63,,,,
3/31/2026,Garage_App,77,181.7,Payment_Submit,0.76,,,,
4/1/2026,Garage Platform,1291,212.5,Financial_Tab_View,0.77,,,,
3/18/2026,zarkon rentals,1249,41.3,Financial_Tab_View,0.71,,,,
3/17/2026,GarageOps,414,253.6,Financial_Tab_View,0.74,,,,
3/12/2026,Garage Platform,797,183.4,Add_Ticket,0.63,,,,
3/12/2026,Garage_App,986,42.9,Financial_Tab_View,0.73,,,,
4/22/2026,Garage Mgmt,208,175.5,Add_Ticket,0.1,,,,
3/18/2026,Garage Mgmt,445,74.2,Financial_Tab_View,0.12,,,,
4/22/2026,zarkon rentals,778,68.1,Financial_Tab_View,0.64,,,,
4/4/2026,ZarkonApp,915,181.5,View_Dashboard,0.68,,,,
3/12/2026,ZarkonApp,523,220.7,View_Dashboard,0.3,,,,
4/22/2026,Zarkon_App,924,107.2,Financial_Tab_View,0.14,,,,
4/12/2026,GarageOps,688,275.4,Financial_Tab_View,0.11,,,,
4/9/2026,Garage Platform,1122,143.7,View_Dashboard,0.15,,,,
4/6/2026,Zarkon Rental,660,128.8,Payment_Submit,0.43,,,,
4/19/2026,Zarkon_App,473,185.6,Financial_Tab_View,0.77,,,,
4/10/2026,Zarkon Rental,152,241.8,View_Dashboard,0.13,,,,
3/23/2026,Garage_App,353,51.6,View_Dashboard,0.39,,,,
3/24/2026,Zarkon Rental,427,259,Add_Ticket,0.48,,,,
4/12/2026,Garage_App,653,164.8,Add_Ticket,0.54,,,,
3/21/2026,Garage_App,982,170.8,Payment_Submit,0.38,,,,
3/18/2026,Garage Mgmt,1163,254.5,Add_Ticket,0.67,,,,
3/19/2026,ZarkonApp,1043,180.7,Payment_Submit,0.21,,,,
4/18/2026,GarageOps,1222,150.6,Payment_Submit,0.11,,,,
4/12/2026,Garage_App,1361,253.5,Payment_Submit,0.62,,,,
3/11/2026,ZarkonApp,631,290.5,Financial_Tab_View,0.76,,,,
3/13/2026,Zarkon Rental,1351,232.6,Payment_Submit,0.69,,,,
4/19/2026,Garage Platform,468,277,View_Dashboard,0.62,,,,
4/17/2026,Garage Mgmt,1204,239.9,View_Dashboard,0.17,,,,
3/24/2026,GarageOps,199,243.4,View_Dashboard,0.66,,,,
3/18/2026,Zarkon_App,129,89.8,Financial_Tab_View,0.46,,,,
4/6/2026,GarageOps,190,280.6,View_Dashboard,0.31,,,,
3/27/2026,ZarkonApp,1112,60.8,Add_Ticket,0.78,,,,
3/18/2026,Garage Mgmt,500,173.5,Add_Ticket,0.7,,,,
4/9/2026,zarkon rentals,1124,33.5,Add_Ticket,0.39,,,,
3/16/2026,ZarkonApp,1265,128.5,Payment_Submit,0.24,,,,
3/24/2026,Zarkon_App,965,215.3,Payment_Submit,0.73,,,,
4/21/2026,Garage Platform,803,39.5,View_Dashboard,0.39,,,,
4/4/2026,Garage Mgmt,568,49.4,Financial_Tab_View,0.75,,,,
3/17/2026,Garage_App,374,174.1,Add_Ticket,0.32,,,,
3/13/2026,zarkon rentals,282,45.9,Financial_Tab_View,0.39,,,,
4/8/2026,ZarkonApp,1258,112.6,Add_Ticket,0.73,,,,
4/15/2026,Garage Mgmt,354,235.5,Add_Ticket,0.14,,,,
3/24/2026,Garage Platform,1185,116.3,Financial_Tab_View,0.78,,,,
4/15/2026,Zarkon Rental,222,136.9,Add_Ticket,0.13,,,,
3/17/2026,GarageOps,1245,237.7,Add_Ticket,0.52,,,,
